Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
476	:	1614997168.399	     1.969	0	4289	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27221
445	:	1614997167.795	     2.616	0	4811	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth26769
446	:	1614997167.802	     2.613	0	4812	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth26787
461	:	1614997167.853	     2.597	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27013
470	:	1614997168.182	     2.335	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27139
472	:	1614997168.216	     2.304	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27167
469	:	1614997168.144	     2.401	0	4282	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27125
473	:	1614997168.350	     2.233	0	4279	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27180
467	:	1614997168.127	     2.470	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27097
471	:	1614997168.213	     2.391	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27153
475	:	1614997168.358	     2.511	0	4288	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27207
474	:	1614997168.354	     2.519	0	4288	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27194
477	:	1614997168.525	     2.351	0	4289	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27234
478	:	1614997168.530	     2.348	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27247
479	:	1614997168.569	     2.309	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27259
482	:	1614997168.590	     2.288	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27296
483	:	1614997168.621	     2.257	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27309
480	:	1614997168.574	     2.530	0	4287	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27272
486	:	1614997169.033	     2.072	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27351
484	:	1614997168.748	     2.357	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27323
481	:	1614997168.586	     2.523	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27284
485	:	1614997169.016	     2.131	0	4552	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27337
487	:	1614997169.235	     2.009	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27365
489	:	1614997169.280	     1.975	0	4546	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27395
488	:	1614997169.275	     2.085	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27380
490	:	1614997169.444	     2.091	0	4546	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27410
491	:	1614997169.482	     2.095	0	4545	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27425
492	:	1614997169.518	     2.211	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27440
493	:	1614997169.754	     2.059	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27455
494	:	1614997169.948	     1.996	0	4550	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27471
504	:	1614997170.188	     1.819	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27616
495	:	1614997169.951	     2.064	0	4545	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27486
501	:	1614997170.089	     1.972	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27574
498	:	1614997170.013	     2.082	0	4552	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27531
496	:	1614997169.955	     2.144	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27501
497	:	1614997170.008	     2.136	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27516
502	:	1614997170.126	     2.058	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27588
499	:	1614997170.083	     2.126	0	4546	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27545
503	:	1614997170.184	     2.046	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27602
500	:	1614997170.086	     2.207	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27560
508	:	1614997170.225	     2.119	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27673
511	:	1614997170.303	     2.055	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27719
505	:	1614997170.215	     2.177	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27630
512	:	1614997170.306	     2.107	0	4811	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27735
507	:	1614997170.221	     2.419	0	4550	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27658
506	:	1614997170.218	     2.427	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27644
509	:	1614997170.253	     2.392	0	4546	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27688
510	:	1614997170.257	     2.388	0	4543	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27704
513	:	1614997170.329	     2.316	0	4810	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27752
517	:	1614997170.419	     2.228	0	4811	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27822
516	:	1614997170.416	     2.234	0	4809	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27804
515	:	1614997170.371	     2.302	0	4806	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27786
518	:	1614997170.453	     2.236	0	4812	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27839
514	:	1614997170.353	     2.485	0	4812	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27769
521	:	1614997170.550	     2.335	0	4810	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27889
523	:	1614997170.602	     2.301	0	4544	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27922
519	:	1614997170.520	     2.407	0	4814	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27856
530	:	1614997170.889	     2.154	0	4808	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28038
520	:	1614997170.524	     2.532	0	4812	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27873
524	:	1614997170.608	     2.539	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27938
522	:	1614997170.587	     2.577	0	4813	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27906
531	:	1614997170.892	     2.306	0	4811	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28055
525	:	1614997170.874	     2.342	0	4810	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27954
526	:	1614997170.877	     2.344	0	4811	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27970
527	:	1614997170.881	     2.404	0	4806	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth27987
533	:	1614997171.114	     2.217	0	4811	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28090
529	:	1614997170.887	     2.475	0	4813	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28020
535	:	1614997171.124	     2.261	0	4812	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28123
532	:	1614997171.109	     2.427	0	4813	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28072
538	:	1614997171.259	     2.351	0	4810	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28173
528	:	1614997170.884	     2.731	0	4810	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28003
534	:	1614997171.119	     2.496	0	4810	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28107
537	:	1614997171.248	     2.369	0	4809	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28156
536	:	1614997171.151	     2.520	0	4813	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28140
539	:	1614997171.365	     2.333	0	4543	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28189
541	:	1614997171.581	     2.174	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28220
542	:	1614997171.732	     2.201	0	4283	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28234
540	:	1614997171.539	     2.395	0	4543	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28205
545	:	1614997172.013	     1.973	0	4550	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28276
546	:	1614997172.020	     1.973	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28291
548	:	1614997172.100	     1.951	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28318
544	:	1614997171.948	     2.134	0	4550	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28262
556	:	1614997172.362	     1.980	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28429
549	:	1614997172.103	     3.671	0	4282	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28332
543	:	1614997171.816	     3.970	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28248
565	:	1614997172.669	     3.119	0	4280	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28546
553	:	1614997172.236	     3.555	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28385
547	:	1614997172.065	     3.727	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28304
550	:	1614997172.149	     3.644	0	4272	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28345
552	:	1614997172.213	     3.580	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28372
554	:	1614997172.298	     3.495	0	4545	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28399
557	:	1614997172.396	     3.398	0	4550	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28444
558	:	1614997172.417	     3.376	0	4283	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28459
559	:	1614997172.645	     3.148	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28472
560	:	1614997172.650	     3.144	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28485
561	:	1614997172.654	     3.141	0	4291	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28497
562	:	1614997172.658	     3.137	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28509
563	:	1614997172.662	     3.133	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28521
564	:	1614997172.666	     3.130	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28534
566	:	1614997172.679	     3.117	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28559
567	:	1614997172.695	     3.101	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28574
568	:	1614997172.843	     2.953	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28589
569	:	1614997172.890	     2.906	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28604
570	:	1614997172.908	     2.888	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28618
571	:	1614997172.933	     2.863	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28632
572	:	1614997173.049	     2.747	0	4544	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28646
573	:	1614997173.061	     2.735	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28661
575	:	1614997173.167	     2.631	0	4544	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28691
576	:	1614997173.203	     2.595	0	4809	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28707
577	:	1614997173.220	     2.578	0	4809	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28724
578	:	1614997173.225	     2.573	0	4807	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28741
551	:	1614997172.189	     3.786	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28358
555	:	1614997172.348	     3.628	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28414
574	:	1614997173.151	     2.825	0	4545	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28676
579	:	1614997173.288	     2.747	0	5074	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28759
583	:	1614997173.540	     2.572	0	5073	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28835
596	:	1614997174.086	     2.042	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29054
591	:	1614997173.939	     2.197	0	4543	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28979
581	:	1614997173.366	     2.802	0	5077	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28797
584	:	1614997173.615	     2.638	0	5076	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28854
580	:	1614997173.336	     2.921	0	5077	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28778
587	:	1614997173.626	     2.657	0	4806	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28910
585	:	1614997173.619	     2.669	0	5073	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28873
589	:	1614997173.703	     2.590	0	4813	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28945
597	:	1614997174.347	     1.979	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29068
592	:	1614997173.948	     2.394	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28995
588	:	1614997173.675	     2.684	0	4799	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28928
582	:	1614997173.389	     3.032	0	5076	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28816
595	:	1614997174.055	     2.386	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29040
593	:	1614997173.992	     2.524	0	4550	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29010
594	:	1614997173.996	     2.549	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29025
590	:	1614997173.759	     2.898	0	4814	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28962
586	:	1614997173.623	     3.111	0	5073	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth28891
610	:	1614997175.830	     1.669	0	4023	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29246
606	:	1614997175.820	     1.853	0	4287	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29196
605	:	1614997175.818	     1.944	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29182
608	:	1614997175.825	     1.967	0	4289	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29222
601	:	1614997175.805	     2.036	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29125
598	:	1614997175.778	     2.078	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29083
613	:	1614997175.839	     2.180	0	4287	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29283
609	:	1614997175.828	     2.194	0	4283	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29234
611	:	1614997175.833	     2.190	0	4287	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29258
623	:	1614997175.874	     2.149	0	4545	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29419
604	:	1614997175.815	     2.211	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29167
600	:	1614997175.801	     2.228	0	4283	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29112
620	:	1614997175.862	     2.177	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29377
628	:	1614997175.988	     2.070	0	4549	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29490
621	:	1614997175.866	     2.196	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29390
602	:	1614997175.809	     2.309	0	4283	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29139
618	:	1614997175.855	     2.287	0	4281	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29349
607	:	1614997175.823	     2.342	0	4282	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29209
626	:	1614997175.979	     2.186	0	4541	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29462
599	:	1614997175.792	     2.378	0	4548	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29097
614	:	1614997175.842	     2.346	0	4281	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29296
615	:	1614997175.845	     2.348	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29309
603	:	1614997175.812	     2.407	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29153
627	:	1614997175.984	     2.421	0	4547	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29476
619	:	1614997175.859	     2.554	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29363
616	:	1614997175.848	     2.579	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29322
632	:	1614997176.139	     2.299	0	4281	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29547
612	:	1614997175.836	     2.608	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29270
624	:	1614997175.878	     2.592	0	4542	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29433
635	:	1614997176.261	     2.226	0	4281	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29589
617	:	1614997175.852	     2.664	0	4283	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29336
633	:	1614997176.172	     2.414	0	4286	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29561
638	:	1614997176.297	     2.348	0	4285	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29630
634	:	1614997176.257	     2.426	0	4284	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29575
630	:	1614997176.116	     2.571	0	4551	0	0	./pipeline1.sh /project/projectdirs/dasrepo/jpathak/iamr_expts/kolmogorov/data/timestep_0_1/truth29519
